Date,US Dollar,Pound Sterling,Euro,Japanese Yen
09-Jul-25,85.7979,116.5765,100.5277,58.38
08-Jul-25,85.7188,116.817,100.6064,58.65
07-Jul-25,85.815,116.7622,100.8629,59.15
04-Jul-25,85.3886,116.7769,100.5974,59.18
03-Jul-25,85.5121,116.659,100.8866,59.44
02-Jul-25,85.6928,117.731,101.041,59.61
01-Jul-25,85.6179,117.6476,100.8476,59.58
30-Jun-25,85.5439,117.4683,100.4451,59.43
27-Jun-25,85.5594,117.5529,100.1992,59.3
26-Jun-25,85.7528,117.5076,100.1353,59.33
25-Jun-25,85.8732,117.0102,99.7646,59.16
24-Jun-25,86.1043,117.002,100.0308,59.33
23-Jun-25,86.808,116.6451,99.8969,58.96
20-Jun-25,86.6133,116.6774,99.756,59.58
19-Jun-25,86.6994,116.1581,99.339,59.69
18-Jun-25,86.303,116.1759,99.3394,59.53
17-Jun-25,86.0978,116.8537,99.5916,59.47
16-Jun-25,86.0242,116.7526,99.3958,59.67
13-Jun-25,86.0979,116.5593,99.3151,59.99
12-Jun-25,85.5353,116.0092,98.5475,59.52
11-Jun-25,85.4542,115.2264,97.5642,58.89
10-Jun-25,85.5949,115.6153,97.613,59.24
09-Jun-25,85.4984,115.9301,97.6625,59.24
06-Jun-25,85.7883,116.2472,98.1132,59.55
05-Jun-25,85.773,116.2653,97.8916,59.93
04-Jun-25,85.9579,116.1354,97.7066,59.66
03-Jun-25,85.4576,115.5586,97.5994,59.74
02-Jun-25,85.4353,115.5957,97.4156,59.66
30-May-25,85.4778,115.142,96.9375,59.36
29-May-25,85.4976,114.9407,96.2595,58.62
28-May-25,85.6873,115.4733,96.9072,59.37
27-May-25,85.322,115.741,97.1306,59.59
26-May-25,84.9004,115.3683,96.9093,59.52
23-May-25,85.6821,115.2213,96.9367,59.71
22-May-25,85.6653,115.004,97.1205,59.82
21-May-25,85.5546,115.1371,97.0343,59.6
20-May-25,85.4582,114.2656,96.198,59.15
19-May-25,85.491,113.772,95.6832,58.89
16-May-25,85.5665,114.0299,95.9554,58.9
15-May-25,85.5871,113.8092,95.9939,58.76
14-May-25,85.2982,113.4199,95.4117,57.98
13-May-25,84.8888,112.0283,94.2962,57.4
09-May-25,85.6438,113.3998,96.2882,58.92
08-May-25,84.8642,112.7574,95.7568,58.8
07-May-25,84.5715,112.9678,96.1319,59.13
06-May-25,84.5436,112.3596,95.6926,58.77
05-May-25,84.2369,111.9267,95.4028,58.36
02-May-25,83.8568,111.6134,94.9483,57.74
30-Apr-25,85.0535,113.877,96.737,59.62
29-Apr-25,85.2005,114.2874,97.0792,59.83
28-Apr-25,85.198,113.4303,96.8605,59.32
25-Apr-25,85.5788,113.8244,97.1245,59.61
24-Apr-25,85.5085,113.5313,97.0516,59.9
23-Apr-25,85.4372,113.6884,97.2976,60.2
22-Apr-25,85.1003,114.0486,97.9788,60.66
21-Apr-25,85.1622,113.9465,98.0268,60.48
17-Apr-25,85.5703,113.1975,97.2552,59.96
16-Apr-25,85.6464,113.6625,97.3668,60.18
15-Apr-25,85.6905,113.1012,97.2073,59.89
11-Apr-25,86.1441,112.0057,97.1097,59.82
09-Apr-25,86.6171,111.1372,95.8054,59.68
08-Apr-25,85.9085,109.8672,94.2972,58.25
07-Apr-25,85.8087,110.6812,94.4605,59.07
04-Apr-25,85.2281,111.5295,94.3401,58.41
03-Apr-25,85.6468,112.1362,93.7438,58.16
02-Apr-25,85.6024,110.5584,92.3901,57.09
28-Mar-25,85.5814,110.7389,92.3246,56.75
27-Mar-25,85.761,110.8592,92.4452,57.01
26-Mar-25,85.8683,111.0706,92.6118,57.04
25-Mar-25,85.7302,110.7526,92.5875,56.95
24-Mar-25,85.8318,111.0166,93.0171,57.35
21-Mar-25,86.2184,111.4557,93.3452,57.66
20-Mar-25,86.304,112.1267,94.0236,58.22
19-Mar-25,86.5016,112.2779,94.4943,57.72
18-Mar-25,86.6705,112.4475,94.5523,57.87
17-Mar-25,86.792,112.2423,94.4187,58.29
13-Mar-25,87.0833,112.8141,94.7472,58.98
12-Mar-25,87.2605,112.8127,95.1355,58.92
11-Mar-25,87.3267,112.6282,94.8973,59.3
10-Mar-25,87.2392,112.6654,94.5528,59.06
07-Mar-25,87.0612,112.2201,94.1979,59.02
06-Mar-25,87.0859,112.3321,94.0888,58.5
05-Mar-25,87.0896,111.4503,92.6314,58.19
04-Mar-25,87.3786,110.9056,91.5885,58.52
03-Mar-25,87.3314,110.069,90.9498,58.1
28-Feb-25,87.4006,109.9762,90.7807,58.3
27-Feb-25,87.2119,110.4138,91.3126,58.39
25-Feb-25,87.0022,109.925,91.1568,58.09
24-Feb-25,86.6916,109.8238,91.1117,58.01
21-Feb-25,86.6466,109.7044,90.9108,57.58
20-Feb-25,86.6995,109.2321,90.4467,57.74
18-Feb-25,86.9742,109.5753,90.957,57.22
17-Feb-25,86.7721,109.2594,91.0262,57.21
14-Feb-25,86.8862,109.1221,90.8581,56.93
13-Feb-25,86.8822,108.5622,90.6732,56.4
12-Feb-25,86.8461,108.0707,89.961,56.52
11-Feb-25,86.8861,107.4086,89.5442,57.2
10-Feb-25,87.5858,108.67,90.3564,57.69
07-Feb-25,87.4782,108.6858,90.761,57.68
06-Feb-25,87.5617,109.3605,90.9836,57.43
05-Feb-25,87.2237,108.8662,90.6022,56.94
04-Feb-25,87.1206,108.0081,89.7011,56.11
03-Feb-25,87.2237,108.8662,90.6022,56.94
02-Feb-25,87.1206,108.0081,89.7011,56.11
01-Feb-25,87.1162,107.049,89.2674,56.05
31-Jan-25,86.6414,107.6202,90.0094,55.96
30-Jan-25,86.5842,107.6848,90.1821,55.99
29-Jan-25,86.5768,107.8493,90.3896,55.76
28-Jan-25,86.5358,107.6782,90.3347,55.57
27-Jan-25,86.4175,107.6439,90.4031,55.33
24-Jan-25,86.2904,107.0887,90.2149,55.59
23-Jan-25,86.4593,106.4798,89.9897,55.23
22-Jan-25,86.5661,106.7031,90.0807,55.52
21-Jan-25,86.5139,106.1866,89.7755,55.65
20-Jan-25,86.5481,105.6937,89.2051,55.42
17-Jan-25,86.5844,105.7138,89.0798,55.63
16-Jan-25,86.4854,105.6609,88.9687,55.37
15-Jan-25,86.5008,105.5621,89.0733,54.95
14-Jan-25,86.5497,105.6512,88.695,54.9
13-Jan-25,86.4368,105.0472,88.3563,54.88
10-Jan-25,85.8956,105.4741,88.3488,54.23
09-Jan-25,85.8806,105.7597,88.4731,54.3
08-Jan-25,85.8443,107.2052,88.8946,54.31
07-Jan-25,85.7191,107.4906,89.1382,54.32
06-Jan-25,85.8279,106.8105,88.52,54.43
03-Jan-25,85.7598,106.341,88.1056,54.53
02-Jan-25,85.7853,107.4993,88.8924,54.71
01-Jan-25,85.709,107.2631,88.7597,54.51
31-Dec-24,85.6232,107.4645,89.0852,54.82
30-Dec-24,85.4655,107.5686,89.136,54.1
27-Dec-24,85.5914,107.2055,89.1109,54.26
26-Dec-24,85.2684,106.9647,88.6712,54.18
24-Dec-24,85.1932,106.7851,88.5646,54.25
23-Dec-24,85.0713,106.9295,88.781,54.32
20-Dec-24,85.088,106.2908,88.1705,54.23
19-Dec-24,85.0739,107.1477,88.3595,54.83
18-Dec-24,84.937,107.9408,89.2592,55.38
17-Dec-24,84.9264,107.6006,89.1659,55.11
16-Dec-24,84.8259,107.1594,89.1769,55.18
13-Dec-24,84.8411,107.389,88.7398,55.49
12-Dec-24,84.8732,108.3712,89.1961,55.64
11-Dec-24,84.8427,108.3221,89.2947,55.91
10-Dec-24,84.8531,108.2793,89.6552,56.14
09-Dec-24,84.7305,107.8405,89.3189,56.44
06-Dec-24,84.6578,107.9127,89.5324,56.5
05-Dec-24,84.7335,107.7567,89.2001,56.58
04-Dec-24,84.6885,107.5143,89.1098,56.47
03-Dec-24,84.745,107.2047,88.9054,56.47
02-Dec-24,84.6812,107.4548,89.1275,56.24
29-Nov-24,84.4971,107.4612,89.3568,56.31
28-Nov-24,84.4917,106.9693,89.1168,55.74
27-Nov-24,84.4708,106.2327,88.5338,55.49
26-Nov-24,84.2835,105.7882,88.3184,54.79
25-Nov-24,84.2776,106.1948,88.3656,54.61
22-Nov-24,84.4975,106.2139,88.4458,54.57
21-Nov-24,84.4561,106.8415,89.077,54.55
19-Nov-24,84.4036,106.9996,89.4217,54.64
18-Nov-24,84.3875,106.6242,88.9686,54.65
14-Nov-24,84.405,107.1291,89.063,54.15
13-Nov-24,84.4063,107.5342,89.5658,54.44
12-Nov-24,84.4011,108.2613,89.7707,54.91
11-Nov-24,84.3848,108.9813,90.4256,54.98
08-Nov-24,84.3751,109.3974,90.9243,55.19
07-Nov-24,84.3562,109.0939,90.6565,54.76
06-Nov-24,84.2366,108.2822,90.2472,54.61
05-Nov-24,84.1225,109.0295,91.5139,55.22
04-Nov-24,84.1055,109.2828,91.6565,55.36
31-Oct-24,84.0886,108.9508,91.2505,55.03
30-Oct-24,84.0847,109.3779,90.9903,54.83
29-Oct-24,84.0783,109.0042,90.8791,54.95
28-Oct-24,84.0775,108.9235,90.746,54.83
25-Oct-24,84.0771,108.9835,90.9557,55.34
24-Oct-24,84.0738,108.7282,90.7011,55.24
23-Oct-24,84.075,109.2017,90.8118,55.24
22-Oct-24,84.0718,109.3797,91.0038,55.78
21-Oct-24,84.0744,109.6112,91.2695,56.25
18-Oct-24,84.071,109.8018,91.1716,56.06
17-Oct-24,84.0304,109.1146,91.2072,56.17
16-Oct-24,84.0696,109.2843,91.4621,56.33
15-Oct-24,84.0736,109.7256,91.592,56.28
14-Oct-24,84.0725,109.8771,91.8812,56.34
11-Oct-24,84.0586,109.6914,91.9343,56.48
10-Oct-24,83.9685,109.7905,91.8666,56.29
09-Oct-24,83.962,109.8576,92.0627,56.55
08-Oct-24,83.9399,109.865,92.2057,56.74
07-Oct-24,83.9719,110.1532,92.0987,56.56
04-Oct-24,83.966,110.291,92.6218,57.48
03-Oct-24,83.9492,110.5969,92.6077,57.24
01-Oct-24,83.8149,112.0588,93.3145,58.04
30-Sep-24,83.7888,112.1597,93.534,59.11
27-Sep-24,83.6688,112.0498,93.4608,58.23
26-Sep-24,83.7009,111.6983,93.3215,57.84
25-Sep-24,83.5471,111.981,93.487,58.24
24-Sep-24,83.6319,111.5348,92.8855,57.96
23-Sep-24,83.5128,111.2056,93.2064,57.94
20-Sep-24,83.4922,111.2344,93.2853,58.83
19-Sep-24,83.6172,110.7766,93.144,58.72
17-Sep-24,83.8302,110.7576,93.2991,59.63
16-Sep-24,83.8939,110.4061,93.1502,59.88
13-Sep-24,83.918,110.2235,92.9537,59.49
12-Sep-24,83.9843,109.6141,92.549,58.88
11-Sep-24,83.9508,109.8474,92.7058,59.38
10-Sep-24,83.975,109.8964,92.7095,58.6
09-Sep-24,83.9425,110.085,92.9036,58.74
06-Sep-24,83.9308,110.6275,93.3092,58.95
05-Sep-24,83.9825,110.4157,93.0974,58.66
04-Sep-24,83.9682,110.0739,92.7921,57.82
03-Sep-24,83.9525,110.0869,92.8067,57.44
02-Sep-24,83.8759,110.1906,92.7679,57.35
30-Aug-24,83.8709,110.4966,92.9083,57.86
29-Aug-24,83.8899,110.9114,93.3896,58.03
28-Aug-24,83.9671,111.0504,93.592,58.11
27-Aug-24,83.9424,110.8163,93.7513,58
26-Aug-24,83.8504,110.6669,93.7693,58.25
23-Aug-24,83.8746,110.0698,93.3362,57.68
22-Aug-24,83.9569,109.9298,93.5884,57.79
21-Aug-24,83.9183,109.2566,93.2892,57.51
20-Aug-24,83.7804,108.8821,92.8225,56.97
19-Aug-24,83.9201,108.7985,92.6909,57.7
16-Aug-24,83.9561,108.1478,92.2185,56.37
14-Aug-24,83.9366,107.6879,92.2726,57.04
13-Aug-24,83.9696,107.5309,91.8224,56.8
12-Aug-24,83.9691,107.2655,91.6915,57.02
09-Aug-24,83.9,107.1218,91.6697,57.02
08-Aug-24,83.9584,106.6719,91.832,57.4
07-Aug-24,83.9519,106.6592,91.6212,57.24
06-Aug-24,83.9078,107.0977,91.8304,57.52
05-Aug-24,83.839,106.7114,91.4387,58.82
02-Aug-24,83.7375,106.6486,90.4666,56.15
01-Aug-24,83.7251,107.4601,90.6107,55.87
31-Jul-24,83.744,107.5463,90.6222,54.78
30-Jul-24,83.7328,107.5911,90.6056,54.06
29-Jul-24,83.7371,107.7423,90.9162,54.59
26-Jul-24,83.7272,107.6776,90.8596,54.48
25-Jul-24,83.7075,107.842,90.7038,54.82
24-Jul-24,83.7028,107.8477,90.7746,54.14
23-Jul-24,83.6625,108.0741,91.0516,53.45
22-Jul-24,83.6654,108.0327,91.0581,53.41
19-Jul-24,83.6405,108.1667,91.0655,53.01
18-Jul-24,83.6393,108.7428,91.4384,53.53
16-Jul-24,83.5781,108.2777,90.9764,52.71
15-Jul-24,83.5658,108.3603,90.9931,52.85
12-Jul-24,83.5385,107.827,90.7685,52.49
11-Jul-24,83.5342,107.4422,90.5277,51.65
10-Jul-24,83.4923,106.8011,90.3264,51.72
09-Jul-24,83.4843,106.9222,90.3929,51.9
08-Jul-24,83.4755,106.8998,90.3005,51.97
05-Jul-24,83.5,106.6501,90.3709,51.97
04-Jul-24,83.5016,106.4545,90.1094,51.73
03-Jul-24,83.5337,105.9625,89.7219,51.62
02-Jul-24,83.515,105.5457,89.6411,51.65
01-Jul-24,83.4043,105.8034,89.8464,51.81
28-Jun-24,83.4534,105.464,89.249,51.86
27-Jun-24,83.4896,105.5103,89.2882,52.05
26-Jun-24,83.5409,105.961,89.406,52.27
25-Jun-24,83.4275,105.8673,89.57,52.33
24-Jun-24,83.5138,105.6522,89.401,52.28
21-Jun-24,83.586,105.8087,89.5362,52.58
20-Jun-24,83.5265,106.121,89.6423,52.81
19-Jun-24,83.4251,106.1573,89.5496,52.87
18-Jun-24,83.4817,105.9644,89.5358,52.88
14-Jun-24,83.5458,106.3694,89.5505,52.89
13-Jun-24,83.5469,106.7724,90.2741,53.17
12-Jun-24,83.5645,106.513,89.7901,53.15
11-Jun-24,83.5054,106.2645,89.9325,53.09
10-Jun-24,83.4919,106.1366,89.7788,53.14
07-Jun-24,83.4257,106.6631,90.8439,53.72
06-Jun-24,83.4649,106.7794,90.807,53.47
05-Jun-24,83.3898,106.456,90.6747,53.53
04-Jun-24,83.5021,106.8621,91.0195,53.52
03-Jun-24,83.0659,105.7977,90.1542,52.81
31-May-24,83.2988,105.9283,90.121,53.08
30-May-24,83.4231,105.8673,90.0508,53.18
29-May-24,83.327,106.3203,90.4226,53.04
28-May-24,83.1644,106.2253,90.4468,53.02
27-May-24,83.0838,105.8277,90.1132,52.98
24-May-24,83.1219,105.5039,89.893,52.92
22-May-24,83.2301,106.1062,90.3879,53.21
21-May-24,83.3614,106.0007,90.5505,53.35
17-May-24,83.4815,105.7226,90.6832,53.63
16-May-24,83.5011,105.861,90.8342,54.15
15-May-24,83.5092,105.1587,90.3926,53.41
14-May-24,83.5201,104.8767,90.0825,53.37
13-May-24,83.5234,104.6431,89.9792,53.6
10-May-24,83.4946,104.6928,90.0133,53.66
09-May-24,83.4976,104.2089,89.6675,53.6
08-May-24,83.5147,104.3177,89.7549,53.81
07-May-24,83.5015,104.7198,89.8287,54.06
06-May-24,83.4725,104.7836,89.8309,54.28
03-May-24,83.3795,104.6174,89.5007,54.45
02-May-24,83.4526,104.585,89.4818,53.73
30-Apr-24,83.5187,104.6411,89.3405,53.25
29-Apr-24,83.4392,104.556,89.4607,53.13
26-Apr-24,83.3395,104.256,89.4288,53.43
25-Apr-24,83.3758,104.182,89.4072,53.57
24-Apr-24,83.2987,103.688,89.1124,53.77
23-Apr-24,83.3765,102.8772,88.7387,53.87
22-Apr-24,83.4113,103.2977,88.9698,53.9
19-Apr-24,83.5214,103.7959,88.8874,54.09
18-Apr-24,83.517,104.2476,89.2736,54.18
16-Apr-24,83.4982,103.6719,88.5593,54.04
15-Apr-24,83.4422,104.0697,88.9071,54.25
12-Apr-24,83.3931,104.4243,89.1261,54.42
10-Apr-24,83.2253,105.5186,90.2945,54.83
08-Apr-24,83.3176,105.2324,90.2535,54.88
05-Apr-24,83.4073,105.2367,90.3068,55.15
04-Apr-24,83.4475,105.6011,90.4927,55.02
03-Apr-24,83.4204,104.8733,89.8499,55.01
02-Apr-24,83.3585,104.5805,89.447,54.94
28-Mar-24,83.3739,105.2935,90.2178,55.09
27-Mar-24,83.3255,105.1329,90.2243,54.92
26-Mar-24,83.3559,105.4535,90.4334,55.08
22-Mar-24,83.3546,105.2485,90.2625,55.05
21-Mar-24,83.1308,106.3614,90.9118,55.06
20-Mar-24,83.1022,105.6988,90.3077,54.83
19-Mar-24,82.9401,105.4135,90.1321,55.17
18-Mar-24,82.9078,105.5847,90.2755,55.59
15-Mar-24,82.8919,105.5877,90.1676,55.9
14-Mar-24,82.8709,106.0228,90.6624,56.03
13-Mar-24,82.9027,106.0618,90.5933,56.19
12-Mar-24,82.745,106.0581,90.5054,56.14
11-Mar-24,82.677,106.2383,90.4442,56.25
07-Mar-24,82.7785,105.4085,90.233,55.7
06-Mar-24,82.9078,105.3349,90.0113,55.31
05-Mar-24,82.9271,105.1355,89.9687,55.09
04-Mar-24,82.8954,104.9815,89.9028,55.13
01-Mar-24,82.8702,104.6474,89.5766,55.11
29-Feb-24,82.9246,105.0317,89.8621,55.36
28-Feb-24,82.9155,104.9826,89.7842,55.05
27-Feb-24,82.8915,105.102,89.9395,55.07
26-Feb-24,82.8856,104.9951,89.7192,55.1
23-Feb-24,82.8865,104.9531,89.7114,55.03
22-Feb-24,82.924,104.8828,89.8692,55.2
21-Feb-24,82.8851,104.6784,89.6115,55.25
20-Feb-24,82.9704,104.4216,89.358,55.17
16-Feb-24,83.0375,104.48,89.35,55.26
15-Feb-24,83.0119,104.3249,89.064,55.27
14-Feb-24,83.0864,104.7659,89.0553,55.22
13-Feb-24,83.019,104.7473,89.3893,55.53
12-Feb-24,82.9954,104.8298,89.572,55.63
09-Feb-24,82.9995,104.7144,89.4037,55.55
08-Feb-24,82.9762,104.7862,89.4694,55.81
07-Feb-24,82.9765,104.5769,89.2943,56.05
06-Feb-24,83.0629,104.2545,89.3009,55.96
05-Feb-24,83.0284,104.7315,89.5245,55.98
02-Feb-24,82.8406,105.6334,90.1322,56.58
01-Feb-24,82.9553,105.0977,89.6105,56.47
31-Jan-24,83.0805,105.3084,89.8826,56.2
30-Jan-24,83.119,105.6138,89.9625,56.42
29-Jan-24,83.1494,105.6624,90.1655,56.2
25-Jan-24,83.1155,105.6542,90.4175,56.23
24-Jan-24,83.1457,105.615,90.33,56.21
23-Jan-24,83.1029,105.8399,90.6027,56.11
19-Jan-24,83.1338,105.5622,90.4457,55.9
18-Jan-24,83.1243,105.539,90.6376,56.23
17-Jan-24,83.131,104.7379,90.2531,56.23
16-Jan-24,82.9774,105.2369,90.6108,56.79
15-Jan-24,82.853,105.6641,90.84,57.03
12-Jan-24,82.9881,106.0051,91.0922,57.18
11-Jan-24,82.9415,105.9285,91.1135,57.02
10-Jan-24,83.1548,105.5767,90.8965,57.4
09-Jan-24,83.1289,105.919,91.0544,57.75
08-Jan-24,83.0687,105.5842,90.8932,57.59
05-Jan-24,83.176,105.3574,90.8803,57.26
04-Jan-24,83.3002,105.5552,90.9944,57.99
03-Jan-24,83.3242,105.2774,91.2811,58.65
02-Jan-24,83.3282,106.1012,91.9232,58.9
01-Jan-24,83.1975,105.9476,91.8401,58.99
29-Dec-23,83.1164,106.1053,92.0049,58.82
28-Dec-23,83.2254,106.609,92.4523,58.94
27-Dec-23,83.3226,106.0891,92.0154,58.41
26-Dec-23,83.1703,105.669,91.6836,58.45
22-Dec-23,83.2493,105.6223,91.5559,58.49
21-Dec-23,83.2729,105.2281,91.1572,58.21
20-Dec-23,83.1523,105.7514,91.146,57.86
19-Dec-23,83.179,105.2636,90.8664,57.95
18-Dec-23,83.0173,105.3512,90.6311,58.36
15-Dec-23,83.1802,106.1202,91.3696,58.6
14-Dec-23,83.35,105.3522,90.8593,58.82
13-Dec-23,83.395,104.6579,89.9276,57.2
12-Dec-23,83.38,104.8687,89.803,57.34
11-Dec-23,83.3872,104.5965,89.7969,57.3
08-Dec-23,83.3681,104.916,89.8992,57.88
07-Dec-23,83.365,104.6748,89.7352,56.99
06-Dec-23,83.3544,105.0654,89.9505,56.63
05-Dec-23,83.3931,105.3616,90.3881,56.78
04-Dec-23,83.3357,105.7047,90.6276,56.81
01-Dec-23,83.3602,105.369,90.9404,56.27
30-Nov-23,83.35,105.8684,91.4816,56.68
29-Nov-23,83.3191,105.9213,91.6443,56.59
28-Nov-23,83.3926,105.2959,91.3149,56.24
24-Nov-23,83.3675,104.5506,90.93,55.85
23-Nov-23,83.3571,104.2992,90.9532,55.94
22-Nov-23,83.3375,104.3241,90.8451,55.95
21-Nov-23,83.3466,104.4016,91.3062,56.4
20-Nov-23,83.3309,103.9836,90.9829,55.87
17-Nov-23,83.2646,103.3752,90.3648,55.28
16-Nov-23,83.2388,103.1878,90.2225,55
15-Nov-23,83.1272,103.8298,90.4008,55.18
13-Nov-23,83.3248,101.9535,89.0648,54.9
10-Nov-23,83.353,101.9363,88.9138,55.06
09-Nov-23,83.2808,102.3099,89.1749,55.16
08-Nov-23,83.2691,102.2211,88.9797,55.26
07-Nov-23,83.265,102.6408,89.1391,55.37
06-Nov-23,83.2213,103.0513,89.358,55.65
03-Nov-23,83.2669,101.6273,88.5283,55.4
02-Nov-23,83.263,101.4038,88.2388,55.36
01-Nov-23,83.2843,101.1166,88.0393,55.06
31-Oct-23,83.2692,101.1643,88.3236,55.42
30-Oct-23,83.2676,100.9287,87.9506,55.66
27-Oct-23,83.2518,100.9112,87.8984,55.42
26-Oct-23,83.2439,100.5165,87.7041,55.22
25-Oct-23,83.1518,101.1475,88.121,55.49
23-Oct-23,83.1663,101.0798,87.9617,55.47
20-Oct-23,83.1982,100.656,87.9166,55.49
19-Oct-23,83.2746,101.0498,87.7592,55.6
18-Oct-23,83.2571,101.6308,88.1715,55.64
17-Oct-23,83.2555,101.3503,87.7169,55.64
16-Oct-23,83.2632,101.3241,87.7061,55.69
13-Oct-23,83.2574,101.518,87.7616,55.6
12-Oct-23,83.1834,102.5568,88.485,55.83
11-Oct-23,83.2368,102.2764,88.2538,55.89
10-Oct-23,83.2556,101.7506,87.8957,55.95
09-Oct-23,83.2542,101.5918,87.796,55.81
06-Oct-23,83.2388,101.2905,87.6815,55.88
05-Oct-23,83.2413,101.066,87.4716,55.95
04-Oct-23,83.2588,100.4129,87.0782,55.78
03-Oct-23,83.1812,100.3919,87.068,55.5
29-Sep-23,83.058,101.6713,87.9379,55.81
28-Sep-23,83.1591,100.9163,87.3442,55.66
27-Sep-23,83.2188,101.1075,87.9201,55.81
26-Sep-23,83.2328,101.3909,88.0581,55.81
25-Sep-23,83.0968,101.6977,88.4543,56.01
22-Sep-23,82.9477,101.8692,88.347,55.99
21-Sep-23,83.1511,102.4372,88.511,56.05
20-Sep-23,83.2553,102.8408,88.9966,56.28
18-Sep-23,83.2102,103.1562,88.7559,56.37
15-Sep-23,83.0557,103.2299,88.5662,56.28
14-Sep-23,82.976,103.6835,89.1516,56.39
13-Sep-23,82.9527,103.2982,89.1122,56.33
12-Sep-23,82.976,103.7891,89.0576,56.49
11-Sep-23,82.8809,103.7464,88.9511,56.73
08-Sep-23,83.1589,103.9326,89.1486,56.5
07-Sep-23,83.1829,103.9614,89.1821,56.4
06-Sep-23,83.0902,104.4394,89.1785,56.45
05-Sep-23,82.944,104.4049,89.3169,56.44
04-Sep-23,82.7373,104.3577,89.2559,56.6
01-Sep-23,82.6648,104.6448,89.6169,56.79
31-Aug-23,82.6784,105.0931,90.2242,56.63
30-Aug-23,82.7698,104.5763,90.0061,56.6
29-Aug-23,82.6498,104.3029,89.3836,56.46
28-Aug-23,82.6126,104.1514,89.3615,56.45
25-Aug-23,82.6523,103.9303,89.1681,56.58
24-Aug-23,82.5517,105.0245,89.7364,56.9
23-Aug-23,82.9218,105.7281,90.0581,56.93
22-Aug-23,83.067,106.2477,90.6926,56.93
21-Aug-23,83.1146,105.8221,90.422,57.15
18-Aug-23,83.0905,105.7465,90.4351,57.21
17-Aug-23,83.1263,105.8807,90.4758,56.81
14-Aug-23,82.9521,105.2059,90.6982,57.29
11-Aug-23,82.7796,105.2349,91.0233,57.19
10-Aug-23,82.8372,105.4413,91.0602,57.52
09-Aug-23,82.8166,105.7491,90.8708,57.85
08-Aug-23,82.7968,105.6885,91.0621,57.87
07-Aug-23,82.7431,105.2581,90.8376,58.18
04-Aug-23,82.7978,105.2984,90.6713,58.11
03-Aug-23,82.7171,105.0187,90.466,57.61
02-Aug-23,82.5347,105.3445,90.6468,57.8
01-Aug-23,82.2833,105.5777,90.4595,57.69
31-Jul-23,82.2481,105.7645,90.5787,58.06
28-Jul-23,82.2465,105.2761,90.316,58.95
27-Jul-23,81.9923,106.2112,90.9584,58.51
26-Jul-23,81.988,105.741,90.717,58.29
25-Jul-23,81.8088,105.103,90.6572,57.84
24-Jul-23,81.9246,105.4462,91.1559,57.87
21-Jul-23,82.0217,105.7555,91.4017,58.51
20-Jul-23,82.0446,106.0388,91.9928,58.79
19-Jul-23,82.1029,106.3479,92.1315,58.9
18-Jul-23,82.0486,107.3606,92.2823,59.24
17-Jul-23,82.146,107.4431,92.2905,59.33
14-Jul-23,82.1021,107.638,92.0994,59.51
13-Jul-23,82.1201,106.8295,91.5064,59.25
12-Jul-23,82.2817,106.6662,90.7693,59.03
11-Jul-23,82.3533,106.2758,90.7506,58.5
10-Jul-23,82.6335,105.7885,90.4798,57.94
07-Jul-23,82.6773,105.3816,90.0747,57.6
06-Jul-23,82.4572,104.8416,89.593,57.34
05-Jul-23,82.1616,104.3682,89.3787,56.78
04-Jul-23,81.9689,104.0235,89.3537,56.7
03-Jul-23,81.863,103.7826,89.1483,56.56
30-Jun-23,82.0428,103.5074,89.1258,56.77
28-Jun-23,82.0124,104.3619,89.7456,56.97
27-Jun-23,81.962,104.4098,89.5347,57.07
26-Jun-23,81.9729,104.3275,89.3843,57.15
23-Jun-23,82.051,104.3218,89.6615,57.27
22-Jun-23,81.9188,104.4514,89.9654,57.74
21-Jun-23,82.0951,104.8305,89.5887,57.83
20-Jun-23,82.1157,104.9756,89.7514,57.82
19-Jun-23,81.9658,105.0414,89.6017,57.85
16-Jun-23,81.8834,104.9008,89.7256,58.18
15-Jun-23,82.1982,103.9555,88.8837,58.16
14-Jun-23,82.3141,103.8025,88.7812,58.74
13-Jun-23,82.3907,103.4574,88.9347,59.05
12-Jun-23,82.4553,103.6974,88.64,59.11
09-Jun-23,82.4251,103.5452,88.8455,59.13
08-Jun-23,82.5795,102.8049,88.4674,59.04
07-Jun-23,82.5339,102.402,88.1049,59.24
06-Jun-23,82.6396,102.8279,88.6646,59.28
05-Jun-23,82.5768,102.5323,88.306,58.87
02-Jun-23,82.3175,103.2174,88.6642,59.27
01-Jun-23,82.4562,102.5557,88.0687,59.02
31-May-23,82.6773,102.3787,88.3572,59.3
30-May-23,82.7332,102.0724,88.4583,58.81
29-May-23,82.5497,102.0386,88.6551,58.83
26-May-23,82.7182,102.034,88.7892,59.2
25-May-23,82.7477,102.2342,88.8385,59.3
24-May-23,82.7207,102.9873,89.2347,59.74
23-May-23,82.7961,102.9073,89.4844,59.78
22-May-23,82.7982,103.0363,89.5926,60.05
19-May-23,82.6989,102.6266,89.1373,59.83
18-May-23,82.4783,102.7757,89.3191,59.98
17-May-23,82.3695,102.6533,89.4626,60.23
16-May-23,82.2735,102.6291,89.4022,60.51
15-May-23,82.2841,102.605,89.4055,60.46
12-May-23,82.1606,102.9407,89.8163,60.98
11-May-23,82.0431,103.4996,89.9449,61.12
10-May-23,82.024,103.5613,90.0088,60.59
